username,mention_count,roles,username_lower,is_known_bot,only_comments,high_volume,is_behavioral_bot,suspected_bot
domaala,1,['author'],domaala,False,False,False,False,False
jrwalsh1,3,"['comment_authors', 'review_comment_authors', 'author']",jrwalsh1,False,False,False,False,False
iamannakogan,2,"['comment_authors', 'author']",iamannakogan,False,False,False,False,False
994374821,1,['comment_authors'],994374821,False,True,False,True,True
vakker,2,"['comment_authors', 'author']",vakker,False,False,False,False,False
knightXun,5,"['comment_authors', 'author']",knightxun,False,False,False,False,False
phizaz,1,['author'],phizaz,False,False,False,False,False
borguz,5,"['comment_authors', 'author']",borguz,False,False,False,False,False
santoshmo,1,['comment_authors'],santoshmo,False,True,False,True,True
domschl,1,['author'],domschl,False,False,False,False,False
hughperkins,1,['review_comment_authors'],hughperkins,False,True,False,True,True
andreh7,5,"['comment_authors', 'author']",andreh7,False,False,False,False,False
zasdfgbnm,1319,"['comment_authors', 'review_comment_authors', 'author']",zasdfgbnm,False,False,True,True,True
sgarcia22,1,['comment_authors'],sgarcia22,False,True,False,True,True
petrex,65,"['comment_authors', 'review_comment_authors', 'author']",petrex,False,False,False,False,False
ffk0716,3,"['comment_authors', 'author']",ffk0716,False,False,False,False,False
sethah,14,"['comment_authors', 'review_comment_authors', 'author']",sethah,False,False,False,False,False
kigenchesire,1,['comment_authors'],kigenchesire,False,True,False,True,True
lematt1991,3,"['comment_authors', 'author']",lematt1991,False,False,False,False,False
zrphercule,153,"['comment_authors', 'review_comment_authors', 'author']",zrphercule,False,False,False,False,False
yyetim,15,"['comment_authors', 'review_comment_authors', 'author']",yyetim,False,False,False,False,False
highker,43,"['comment_authors', 'review_comment_authors', 'author']",highker,False,False,False,False,False
mcarilli,301,"['comment_authors', 'review_comment_authors', 'author']",mcarilli,False,False,False,False,False
igorsugak,26,"['author', 'review_comment_authors']",igorsugak,False,False,False,False,False
ChunliF,47,"['comment_authors', 'review_comment_authors', 'author']",chunlif,False,False,False,False,False
MJimitater,1,['comment_authors'],mjimitater,False,True,False,True,True
Rikorose,4,"['author', 'review_comment_authors']",rikorose,False,False,False,False,False
ifedan,333,"['author', 'comment_authors', 'review_comment_authors']",ifedan,False,False,False,False,False
NEWPLAN,1,['author'],newplan,False,False,False,False,False
kmike,1,['author'],kmike,False,False,False,False,False
nnop,1,['comment_authors'],nnop,False,True,False,True,True
qixiuai,4,"['review_comment_authors', 'author']",qixiuai,False,False,False,False,False
jvmncs,3,"['comment_authors', 'review_comment_authors', 'author']",jvmncs,False,False,False,False,False
rachelcenter,1,['comment_authors'],rachelcenter,False,True,False,True,True
Oil3,1,['comment_authors'],oil3,False,True,False,True,True
ShreyasSkandan,1,['comment_authors'],shreyasskandan,False,True,False,True,True
MatthewInkawhich,3,"['comment_authors', 'author']",matthewinkawhich,False,False,False,False,False
roveo,1,['author'],roveo,False,False,False,False,False
devforfu,1,['comment_authors'],devforfu,False,True,False,True,True
tomdz,2,"['author', 'review_comment_authors']",tomdz,False,False,False,False,False
ryanleary,3,['comment_authors'],ryanleary,False,True,False,True,True
ashwhall,1,['comment_authors'],ashwhall,False,True,False,True,True
adam-dziedzic,1,['comment_authors'],adam-dziedzic,False,True,False,True,True
thuyen,8,"['comment_authors', 'review_comment_authors', 'author']",thuyen,False,False,False,False,False
isalirezag,1,['comment_authors'],isalirezag,False,True,False,True,True
huayuli00,5,"['comment_authors', 'author']",huayuli00,False,False,False,False,False
bado-lee,4,"['comment_authors', 'author']",bado-lee,False,False,False,False,False
iotamudelta,282,"['comment_authors', 'review_comment_authors', 'author']",iotamudelta,False,False,False,False,False
lironmo,2,['comment_authors'],lironmo,False,True,False,True,True
aryamccarthy,1,['author'],aryamccarthy,False,False,False,False,False
inkawhich,1,['author'],inkawhich,False,False,False,False,False
nikitakit,1,['comment_authors'],nikitakit,False,True,False,True,True
vitmy0000,1,['author'],vitmy0000,False,False,False,False,False
kohr-h,1,['author'],kohr-h,False,False,False,False,False
unnir,1,['author'],unnir,False,False,False,False,False
sytelus,1,['comment_authors'],sytelus,False,True,False,True,True
anton-malakhov,2,"['comment_authors', 'review_comment_authors']",anton-malakhov,False,True,False,True,True
harkiratbehl,1,['comment_authors'],harkiratbehl,False,True,False,True,True
ozancaglayan,1,['review_comment_authors'],ozancaglayan,False,True,False,True,True
dmitriy-serdyuk,2,['author'],dmitriy-serdyuk,False,False,False,False,False
AnesBenmerzoug,3,"['comment_authors', 'review_comment_authors', 'author']",anesbenmerzoug,False,False,False,False,False
favorxin,1,['comment_authors'],favorxin,False,True,False,True,True
johncava,1,['comment_authors'],johncava,False,True,False,True,True
mengxixi,1,['review_comment_authors'],mengxixi,False,True,False,True,True
abdelaziz-jaddi,1,['review_comment_authors'],abdelaziz-jaddi,False,True,False,True,True
rbrigden,1,['author'],rbrigden,False,False,False,False,False
varunjain99,2,['author'],varunjain99,False,False,False,False,False
albu,1,['comment_authors'],albu,False,True,False,True,True
ellie-wen,1,['author'],ellie-wen,False,False,False,False,False
mithunpaul08,2,"['comment_authors', 'author']",mithunpaul08,False,False,False,False,False
dragonxlwang,16,['author'],dragonxlwang,False,False,False,False,False
lululun20,4,"['comment_authors', 'author']",lululun20,False,False,False,False,False
HisiFish,4,"['comment_authors', 'author']",hisifish,False,False,False,False,False
nakosung,1,['author'],nakosung,False,False,False,False,False
Ir1d,6,"['comment_authors', 'review_comment_authors', 'author']",ir1d,False,False,False,False,False
volkhin,7,"['comment_authors', 'review_comment_authors', 'author']",volkhin,False,False,False,False,False
ot,6,['author'],ot,False,False,False,False,False
Wakeupbuddy,23,"['comment_authors', 'author']",wakeupbuddy,False,False,False,False,False
sunnieshang,7,"['comment_authors', 'author']",sunnieshang,False,False,False,False,False
seravee,12,"['comment_authors', 'author']",seravee,False,False,False,False,False
zmonoid,1,['author'],zmonoid,False,False,False,False,False
xuhdev,798,"['author', 'comment_authors', 'review_comment_authors']",xuhdev,False,False,True,True,True
snie2012,5,"['comment_authors', 'author']",snie2012,False,False,False,False,False
lly-zero-one,110,"['comment_authors', 'review_comment_authors', 'author']",lly-zero-one,False,False,False,False,False
donglimm,3,['author'],donglimm,False,False,False,False,False
viswanathgs,32,"['author', 'comment_authors', 'review_comment_authors']",viswanathgs,False,False,False,False,False
bhushan23,42,"['comment_authors', 'review_comment_authors', 'author']",bhushan23,False,False,False,False,False
dashesy,8,"['comment_authors', 'review_comment_authors', 'author']",dashesy,False,False,False,False,False
dagamayank,4,['comment_authors'],dagamayank,False,True,False,True,True
duc0,61,"['comment_authors', 'author']",duc0,False,False,False,False,False
airofjune,2,"['comment_authors', 'author']",airofjune,False,False,False,False,False
alex1o1o7cloud,13,['author'],alex1o1o7cloud,False,False,False,False,False
elistevens,4,"['comment_authors', 'review_comment_authors', 'author']",elistevens,False,False,False,False,False
mingzhe09088,233,"['comment_authors', 'review_comment_authors', 'author']",mingzhe09088,False,False,False,False,False
cdluminate,22,"['comment_authors', 'review_comment_authors', 'author']",cdluminate,False,False,False,False,False
wanchaol,1587,"['comment_authors', 'review_comment_authors', 'author']",wanchaol,False,False,True,True,True
akuz,1,['comment_authors'],akuz,False,True,False,True,True
ilia-cher,512,"['comment_authors', 'review_comment_authors', 'author']",ilia-cher,False,False,True,True,True
xw285cornell,181,"['comment_authors', 'review_comment_authors', 'author']",xw285cornell,False,False,False,False,False
kittipatv,22,"['comment_authors', 'review_comment_authors', 'author']",kittipatv,False,False,False,False,False
samson-wang,1,['comment_authors'],samson-wang,False,True,False,True,True
ClementPinard,5,"['comment_authors', 'author', 'review_comment_authors']",clementpinard,False,False,False,False,False
wuhuikx,35,"['comment_authors', 'review_comment_authors', 'author']",wuhuikx,False,False,False,False,False
yueyericardo,18,"['comment_authors', 'review_comment_authors', 'author']",yueyericardo,False,False,False,False,False
sf-wind,28,"['comment_authors', 'review_comment_authors', 'author']",sf-wind,False,False,False,False,False
emilmelnikov,2,"['comment_authors', 'author']",emilmelnikov,False,False,False,False,False
pararthshah,3,"['comment_authors', 'review_comment_authors', 'author']",pararthshah,False,False,False,False,False
Oscarlight,6,"['comment_authors', 'author']",oscarlight,False,False,False,False,False
jerryqypan,2,['author'],jerryqypan,False,False,False,False,False
guotong1988,1,['comment_authors'],guotong1988,False,True,False,True,True
MaximeBoucher,1,['author'],maximeboucher,False,False,False,False,False
wesolwsk,16,"['comment_authors', 'author', 'review_comment_authors']",wesolwsk,False,False,False,False,False
praveen-palanisamy,2,"['comment_authors', 'author']",praveen-palanisamy,False,False,False,False,False
rainwoodman,2,"['comment_authors', 'author']",rainwoodman,False,False,False,False,False
wenwei202,12,"['comment_authors', 'author']",wenwei202,False,False,False,False,False
pinared,1,['author'],pinared,False,False,False,False,False
JackLangerman,2,['author'],jacklangerman,False,False,False,False,False
sonots,3,"['comment_authors', 'review_comment_authors', 'author']",sonots,False,False,False,False,False
bhavesh2109,1,['comment_authors'],bhavesh2109,False,True,False,True,True
kaleaht,1,['author'],kaleaht,False,False,False,False,False
Ac2zoom,5,"['comment_authors', 'review_comment_authors', 'author']",ac2zoom,False,False,False,False,False
jongwook,2,"['comment_authors', 'author']",jongwook,False,False,False,False,False
eellison,3134,"['comment_authors', 'review_comment_authors', 'author']",eellison,False,False,True,True,True
sri123098,1,['review_comment_authors'],sri123098,False,True,False,True,True
vincentqb,210,"['comment_authors', 'author', 'review_comment_authors']",vincentqb,False,False,False,False,False
pengyaoc,3,"['comment_authors', 'author']",pengyaoc,False,False,False,False,False
ptrblck,156,"['comment_authors', 'review_comment_authors', 'author']",ptrblck,False,False,False,False,False
sproshev,1,['comment_authors'],sproshev,False,True,False,True,True
HWiese1980,1,['comment_authors'],hwiese1980,False,True,False,True,True
niushencheng,1,['comment_authors'],niushencheng,False,True,False,True,True
MarkVdBergh,1,['comment_authors'],markvdbergh,False,True,False,True,True
goodlux,5,"['comment_authors', 'review_comment_authors', 'author']",goodlux,False,False,False,False,False
rednoah91,1,['review_comment_authors'],rednoah91,False,True,False,True,True
hetuk,1,['author'],hetuk,False,False,False,False,False
oxidase,2,['author'],oxidase,False,False,False,False,False
jfc43,1,['author'],jfc43,False,False,False,False,False
ashishfarmer,47,"['comment_authors', 'review_comment_authors', 'author']",ashishfarmer,False,False,False,False,False
xiuyanni,3,['author'],xiuyanni,False,False,False,False,False
stephenyan1231,6,"['comment_authors', 'author']",stephenyan1231,False,False,False,False,False
alsrgv,10,"['comment_authors', 'author']",alsrgv,False,False,False,False,False
bearpelican,2,['comment_authors'],bearpelican,False,True,False,True,True
JianGoForIt,3,"['comment_authors', 'author']",jiangoforit,False,False,False,False,False
lilinyy09,6,['author'],lilinyy09,False,False,False,False,False
xqms,1,['author'],xqms,False,False,False,False,False
Atcold,14,"['comment_authors', 'review_comment_authors', 'author']",atcold,False,False,False,False,False
nateanl,11,"['comment_authors', 'review_comment_authors', 'author']",nateanl,False,False,False,False,False
mscipio,1,['comment_authors'],mscipio,False,True,False,True,True
malfet,5640,"['comment_authors', 'review_comment_authors', 'author']",malfet,False,False,True,True,True
nkhuyu,1,['author'],nkhuyu,False,False,False,False,False
tippisum,2,"['comment_authors', 'author']",tippisum,False,False,False,False,False
kshitij12345,1387,"['comment_authors', 'review_comment_authors', 'author']",kshitij12345,False,False,True,True,True
pooryapzm,1,['comment_authors'],pooryapzm,False,True,False,True,True
sidgoyal78,3,"['comment_authors', 'review_comment_authors', 'author']",sidgoyal78,False,False,False,False,False
xianjiec,10,['author'],xianjiec,False,False,False,False,False
karol-arndt,2,"['comment_authors', 'author']",karol-arndt,False,False,False,False,False
rfejgin,2,"['comment_authors', 'author']",rfejgin,False,False,False,False,False
bstocks101,1,['author'],bstocks101,False,False,False,False,False
marymcbreen,3,"['comment_authors', 'review_comment_authors', 'author']",marymcbreen,False,False,False,False,False
ethanjperez,2,"['comment_authors', 'author']",ethanjperez,False,False,False,False,False
rsnk96,2,"['comment_authors', 'author']",rsnk96,False,False,False,False,False
NickMcKillip,1,['comment_authors'],nickmckillip,False,True,False,True,True
mrocklin,4,"['comment_authors', 'review_comment_authors', 'author']",mrocklin,False,False,False,False,False
immerrr,1,['comment_authors'],immerrr,False,True,False,True,True
hyuen,105,"['comment_authors', 'review_comment_authors', 'author']",hyuen,False,False,False,False,False
jramseyer,4,"['comment_authors', 'author']",jramseyer,False,False,False,False,False
