repo,phase,node,degree,strength,betweenness
pytorch,post,Chillee,121,2559,0.02678509556344117
pytorch,post,ejguan,64,887,0.016820760012719767
pytorch,post,yhcharles,51,461,0.0003525323550886224
pytorch,post,soulitzer,113,2310,0.0265835444493262
pytorch,post,SherlockNoMad,90,4615,0.005924186591206738
pytorch,post,thiagocrepaldi,93,2412,0.01371087568597919
pytorch,post,leslie-fang-intel,25,261,0.00682359735078429
pytorch,post,salilsdesai,85,1603,0.0071982826438014005
pytorch,post,janeyx99,73,1193,0.01439489336039643
pytorch,post,lezcano,89,1544,0.007442259513860412
pytorch,post,kirklandsign,9,26,0.004025284709773814
pytorch,post,wz337,115,5492,0.037854863880046066
pytorch,post,angelayi,26,224,0.003913110750776309
pytorch,post,vadimkantorov,55,186,0.05882045222525002
pytorch,post,aaronenyeshi,89,1619,0.03705043488400176
pytorch,post,zou3519,87,1304,0.004941264041444942
pytorch,post,Le-Zheng,6,35,0.0
pytorch,post,jataylo,58,452,0.0006632481765050886
pytorch,post,fegin,141,8879,0.02193135911351178
pytorch,post,d4l3k,124,8800,0.010545220027572062
pytorch,post,malfet,99,547,0.0603178961619952
pytorch,post,zhaojuanmao,141,10198,0.010202826470763421
pytorch,post,gmagogsfm,87,1407,0.01087200966918144
pytorch,post,wschin,83,1664,0.007438303231496151
pytorch,post,q10,10,20,0.002907806124950996
pytorch,post,CaoE,28,123,0.010432650786461273
pytorch,post,chunyuan-w,13,52,0.0012225386371708161
pytorch,post,awgu,134,8850,0.014476128904653506
pytorch,post,kulinseth,81,1675,0.01332070943767676
pytorch,post,desertfire,85,866,0.015187089841469511
pytorch,post,ZhiweiYan-96,6,13,0.0005410551991592345
pytorch,post,bertmaher,71,696,0.008591361203252773
pytorch,post,shunting314,74,780,0.003117384206186974
pytorch,post,izaitsevfb,50,176,0.010893412530887629
pytorch,post,wanchaol,135,8194,0.02917076015222433
pytorch,post,fduwjj,123,6958,0.0294602421512389
pytorch,post,kwen2501,149,10229,0.02924797037101399
pytorch,post,pruthvistony,54,418,0.006858828000459037
pytorch,post,rohan-varma,141,9090,0.01604974622064956
pytorch,post,IvanYashchuk,72,1144,0.010730717405117426
pytorch,post,voznesenskym,97,3066,0.02674476382535204
pytorch,post,ekamiti,36,99,0.015958688754753748
pytorch,post,jerryzh168,100,2288,0.017561663969754882
pytorch,post,kiukchung,122,8779,0.008324071198121652
pytorch,post,davidradl,46,167,0.007719903728464557
pytorch,post,mruberry,119,2534,0.029489100635886188
pytorch,post,jeanschmidt,42,127,0.008255334278639788
pytorch,post,bdhirsh,86,3782,0.024113852583540055
pytorch,post,eellison,89,838,0.006831744855967577
pytorch,post,PaliC,49,175,0.012241608314891217
pytorch,post,LucasLLC,58,633,0.013715832141221816
pytorch,post,BowenBao,92,2335,0.01490557020485363
pytorch,post,AlekseiNikiforovIBM,10,24,0.00032891302030401613
pytorch,post,miladm,78,4360,0.011248326560923984
pytorch,post,abock,91,2495,0.011143333914435184
pytorch,post,jithunnair-amd,80,1073,0.014598408974904083
pytorch,post,jianyuh,83,1565,0.008852897897968214
pytorch,post,mrshenli,141,10168,0.010783149125381792
pytorch,post,neverix,1,2,0.0
pytorch,post,dmenig,5,14,0.0
pytorch,post,Senthi1Kumar,4,8,0.0026363558894964465
pytorch,post,xmfan,12,56,0.00035732719856351736
pytorch,post,hisushanta,3,7,7.347184728747186e-05
pytorch,post,isuruf,11,61,0.0009185133047322718
pytorch,post,yanboliang,33,157,0.012368462458433338
pytorch,post,amjames,9,45,0.0005723086254579419
pytorch,post,ysiraichi,22,78,0.007589020972959914
pytorch,post,ghost,3,6,0.00036227049351193774
pytorch,post,huihoaan,3,10,0.0
pytorch,post,egienvalue,14,50,0.0
pytorch,post,Fuzzkatt,7,20,0.0009076435931492316
pytorch,post,heidongxianhua,20,111,0.0061056597985169915
pytorch,post,JackCaoG,12,44,0.0006053490871246537
pytorch,post,pearu,7,41,0.00040589645932684104
pytorch,post,isdanni,20,81,0.0007677873902393178
pytorch,post,Skylion007,29,81,0.019635895882138904
pytorch,post,razarmehr,6,32,9.514295228580943e-05
pytorch,post,andreigh,36,102,0.012249286386524779
pytorch,post,ancestor-mithril,1,3,0.0
pytorch,post,svekars,53,207,0.07360210045769436
pytorch,post,zdevito,26,110,0.003825016049323943
pytorch,post,clee2000,4,20,0.0005746554481769075
pytorch,post,jon-chuang,55,410,0.0055564667980935265
pytorch,post,JKSenthil,1,2,0.0
pytorch,post,xuzhao9,9,21,0.008439634429798242
pytorch,post,vfdev-5,17,62,0.0045051269222520516
pytorch,post,DanilBaibak,23,65,0.00728746346102261
pytorch,post,DenisVieriu97,5,33,0.00011755920846829938
pytorch,post,davidberard98,24,53,0.02695331037753867
pytorch,post,dsm-72,3,11,0.0
pytorch,post,penguinwu,28,207,0.010874086063344283
pytorch,post,AniketP04,2,4,0.00027060424271060213
pytorch,post,drisspg,31,111,0.007013614137369505
pytorch,post,NivekT,19,38,0.021155363611506533
pytorch,post,int3,37,174,0.006301694727167369
pytorch,post,ptrblck,12,48,0.00042401952436292795
pytorch,post,mlazos,50,234,0.023297248656971213
pytorch,post,SouSingh,1,2,0.0
pytorch,post,randolf-scholz,3,6,0.00036227049351193774
pytorch,post,Atcold,1,2,0.0
pytorch,post,manuelcandales,4,64,0.0
pytorch,post,mikekgfb,29,127,0.01155883949259638
pytorch,post,titaiwangms,25,308,0.004707134516846479
pytorch,post,janEbert,3,12,0.0
pytorch,post,justinchuby,35,162,0.007928080287139297
pytorch,post,aakhundov,42,271,0.01761994832380181
pytorch,post,qqaatw,14,70,0.009762424294339881
pytorch,post,alexsamardzic,10,37,0.002635710761575393
pytorch,post,larryliu0820,23,140,0.008272933634730919
pytorch,post,XuehaiPan,39,198,0.0027225535445743426
pytorch,post,crcrpar,5,40,0.0
pytorch,post,kit1980,38,164,0.028308512255381158
pytorch,post,atalman,14,39,0.00413877964690898
pytorch,post,shubhambhokare1,13,45,0.0003288382190808506
pytorch,post,pmeier,7,20,0.0014338111023337239
pytorch,post,kumpera,25,761,0.0010919137331663843
pytorch,post,GdoongMathew,1,2,0.0
pytorch,post,ydwu4,35,291,0.013372401297502829
pytorch,post,ZainRizvi,45,189,0.02117467859170066
pytorch,post,wconstab,79,4365,0.01143918025872305
pytorch,post,FFFrog,12,43,0.004609942978904338
pytorch,post,ringohoffman,14,80,0.0012300432011583338
pytorch,post,cpuhrsch,20,65,0.007199164774450869
pytorch,post,anijain2305,42,276,0.013783583933232176
pytorch,post,peterbell10,25,92,0.0027691247258352925
pytorch,post,EikanWang,30,128,0.013477020234054815
pytorch,post,ani300,20,44,0.009997343827666828
pytorch,post,qihqi,33,71,0.04603158808247176
pytorch,post,weifengpy,16,53,0.001630636043309095
pytorch,post,tarun292,2,4,0.00034681669517421995
pytorch,post,mergennachin,2,4,5.550670300939795e-06
pytorch,post,suo,28,75,0.014418917514672508
pytorch,post,williamwen42,27,113,0.009385377086614658
pytorch,post,Fidget-Spinner,13,33,0.001955595804430245
pytorch,post,JacobSzwejbka,4,11,0.0
pytorch,post,msaroufim,33,94,0.02443209146710535
pytorch,post,cccclai,3,6,1.7831854325400302e-05
pytorch,post,andrewlee302,9,41,1.1589537134371737e-05
pytorch,post,andrewor14,21,102,0.002507927183895223
pytorch,post,emcastillo,1,2,0.0
pytorch,post,mengpenghui,10,20,0.00013145188775609272
pytorch,post,tungld,1,2,0.0
pytorch,post,vkuzo,2,8,0.0
pytorch,post,supriyar,1,2,0.0
pytorch,post,jcaip,9,34,0.0022457638764896226
pytorch,post,atuljangra,13,26,0.00408876419188128
pytorch,post,guilhermeleobas,5,17,0.0
pytorch,post,alugorey,7,23,0.0002443399097836541
pytorch,post,bryant1410,26,69,0.003435003221999438
pytorch,post,khushi-411,8,27,0.0002754849065560449
pytorch,post,bobby-palmer,1,2,0.0
pytorch,post,metamomo,8,16,7.318972995885032e-05
pytorch,post,Mrutyunjay01,13,26,0.011190788971102268
pytorch,post,bottler,15,53,0.0008511974178223782
pytorch,post,blzheng,3,7,4.126465165426204e-05
pytorch,post,Valentine233,10,39,0.0011509145858593494
pytorch,post,oulgen,34,186,0.0045612022155465375
pytorch,post,XuanQi,3,22,0.0
pytorch,post,guangy10,7,19,0.0008221127310696319
pytorch,post,frank-wei,4,8,6.626455655098463e-05
pytorch,post,xw285cornell,25,185,0.002030288441877548
pytorch,post,xuhancn,6,15,0.00037855831487333664
pytorch,post,TaekyungHeo,1,2,0.0
pytorch,post,Borda,11,22,0.0007943513239982424
pytorch,post,ev-br,8,25,0.001145832004596446
pytorch,post,liqunfu,1,2,0.0
pytorch,post,linus-md,2,4,0.0005958596433879335
pytorch,post,Edwiv,10,20,0.00029728525231507947
pytorch,post,mvpatel2000,12,34,2.460417290160067e-06
pytorch,post,apach301,12,46,0.0
pytorch,post,speediedan,10,36,1.8630592047282241e-06
pytorch,post,feikou,11,55,0.0
pytorch,post,lessw2020,9,27,0.0
pytorch,post,daniellepintz,7,14,6.455109266547414e-05
pytorch,post,humingxue,7,14,0.0001449517486043147
pytorch,post,guptaaryan16,14,39,0.00018450735131520388
pytorch,post,cbalioglu,2,4,0.00017654118553219446
pytorch,post,ppwwyyxx,9,26,0.0
pytorch,post,yifuwang,21,122,0.0009364559925184896
pytorch,post,ckluk2,10,28,2.2710678642284626e-06
pytorch,post,joshlk,11,51,0.0
pytorch,post,xunnanxu,10,25,0.00010767282345161295
pytorch,post,uciyc123,8,16,7.877031236732655e-05
pytorch,post,eddogola,11,32,0.0
pytorch,post,XilunWu,21,564,0.006399769695943088
pytorch,post,b-chu,12,106,0.0
pytorch,post,alanhe151220037,10,20,0.00012646296218827088
pytorch,post,mantaionut,8,16,8.390124374072726e-05
pytorch,post,shengbao-zheng,12,41,0.0
pytorch,post,Aidyn-A,14,48,0.00023249902205978835
pytorch,post,kurman,13,26,0.001071712972708947
pytorch,post,yf225,10,22,0.00022079158111715252
pytorch,post,yoyoyocmu,14,75,0.0001989352638703288
pytorch,post,fapont,14,28,0.0018740714534430589
pytorch,post,fakeYan,12,45,0.0
pytorch,post,shaoyf42,10,86,0.0
pytorch,post,minsii,12,48,0.0
pytorch,post,AlbertDachiChen,10,20,0.00014413147960497358
pytorch,post,thomasw21,13,26,0.0038190389728985645
pytorch,post,dilililiwhy,7,14,0.00018919108758433446
pytorch,post,lxg2015,10,20,0.00027976631264733053
pytorch,post,carmocca,9,19,9.312594269456622e-05
pytorch,post,bjhargrave,1,3,0.0
pytorch,post,seemethere,7,16,0.0006111476084678542
pytorch,post,etaf,2,4,0.00023107762342212103
pytorch,post,michiboo,3,6,0.00024341829571455654
pytorch,post,kunalb,1,2,0.0
pytorch,post,flaviotruzzi,6,12,0.00042224785723187153
pytorch,post,ipiszy,15,94,0.0032048262179211616
pytorch,post,chenyang78,25,187,0.0029977510825713828
pytorch,post,SS-JIA,10,75,0.005533163325371119
pytorch,post,asmeurer,10,33,0.000351513880811814
pytorch,post,muchulee8,10,51,0.0001818249148012686
pytorch,post,fwenguang,1,2,0.0
pytorch,post,hasteinmetz,1,2,0.0
pytorch,post,YuqingJ,3,7,9.652091714882981e-05
pytorch,post,sanchitintel,4,12,0.0
pytorch,post,sethlee0111,1,2,0.0
pytorch,post,ChuBoning,1,2,0.0
pytorch,post,h-friederich,4,8,7.825341121933628e-05
pytorch,post,wangxiyuan,4,14,0.0
pytorch,post,swolchok,2,5,7.568189386371205e-06
pytorch,post,scruel,3,7,4.5493933958410656e-05
pytorch,post,JubilantJerry,2,4,0.0
pytorch,post,awaelchli,1,2,0.0
pytorch,post,masnesral,8,23,0.0005537970530617921
pytorch,post,r-barnes,4,11,9.514295228580943e-05
pytorch,post,Cyril-Anto,2,4,1.6397743670470947e-05
pytorch,post,tianyu-l,1,4,0.0
pytorch,post,yanbing-j,3,10,0.0
pytorch,post,lkct,1,3,0.0
pytorch,post,huydhn,13,42,0.002439949283244706
pytorch,post,chuanqi129,5,10,0.0011452311777029453
pytorch,post,nkaretnikov,1,2,0.0
pytorch,post,gujinghui,3,7,0.00028515683592460173
pytorch,post,Flamefire,1,2,0.0
pytorch,post,Rohanjames1997,1,2,0.0
pytorch,post,xinyazhang,5,13,0.002030905795337619
pytorch,post,xwang233,7,23,0.0011486264805474116
pytorch,post,dnikolaev-amd,2,4,0.00018338761698030024
pytorch,post,hongxiayang,5,23,0.0
pytorch,post,kiszk,12,24,0.0016748032606191642
pytorch,post,redwrasse,11,22,0.00032319762776582685
pytorch,post,alperenunlu,1,3,0.0
pytorch,post,nvs-abhilash,2,6,0.0
pytorch,post,zabboud,2,8,0.0
pytorch,post,fritzo,2,7,0.0
pytorch,post,spzala,1,2,0.0
pytorch,post,stanleyedward,2,4,0.0005958596433879335
pytorch,post,sitamgithub-MSIT,1,2,0.0
pytorch,post,ash-01xor,1,2,0.0
pytorch,post,ChanBong,3,7,4.867046067366996e-05
pytorch,post,xanderex-sid,1,3,0.0
pytorch,post,ZhaoqiongZ,2,4,0.0
pytorch,post,min-jean-cho,3,9,0.0
pytorch,post,carljparker,1,2,0.0
pytorch,post,ahoblitz,1,2,0.0
pytorch,post,pilot-j,2,4,0.0
pytorch,post,shubhraprakash1,1,3,0.0
pytorch,post,TaiPhamD,2,5,0.0
pytorch,post,Bin1024,2,4,1.0294641056781935e-05
pytorch,post,jackiexu1992,2,7,0.0
pytorch,post,mengluy0125,4,12,3.531821713639895e-05
pytorch,post,erhoo82,1,2,0.0
pytorch,post,awskila,2,5,0.0
pytorch,post,vmoens,1,2,0.0
pytorch,post,XiaobingSuper,3,8,0.0
pytorch,post,kadeng,3,36,0.0
pytorch,post,jiayisunx,2,5,0.0
pytorch,post,imzhuhl,2,4,7.887079905970107e-06
pytorch,post,Mr4k,1,4,0.0
pytorch,post,galexite,1,2,0.0
pytorch,post,Jack-Khuu,2,10,0.0
pytorch,post,yeounoh,1,2,0.0
pytorch,post,khabinov,5,24,7.820462365916912e-05
pytorch,post,zoranzhao,4,10,8.498893874387946e-05
pytorch,post,nmacchioni,3,7,5.676142039778403e-06
pytorch,post,Anstow,7,14,0.0014000592257471997
pytorch,post,wonjoolee95,1,2,0.0
pytorch,post,alimoezzi,1,2,0.0
pytorch,post,ColinPeppler,2,4,3.233180917233839e-05
pytorch,post,lcskrishna,3,8,0.0002442874014484222
pytorch,post,pragupta,4,13,0.0
pytorch,post,banitag1,2,4,4.867046067366996e-05
pytorch,post,groenenboomj,2,4,4.8856867038685214e-05
pytorch,post,BLOrange-AMD,3,8,6.821503778684844e-05
pytorch,post,rraminen,4,9,0.00030322361402849513
pytorch,post,tinglvv,1,4,0.0
pytorch,post,CYuxian,5,24,0.0
pytorch,post,leitian,3,6,0.00043133051287488823
pytorch,post,chaekit,7,28,0.005776657444920825
pytorch,post,anupambhatnagar,5,25,0.0003443016212383146
pytorch,post,oraluben,1,2,0.0
pytorch,post,hl475,2,6,0.0
pytorch,post,youkaichao,4,9,0.0004572881261048969
pytorch,post,summerdo,3,12,0.0
pytorch,post,guangyey,4,13,0.00040739406447123157
pytorch,post,watarungurunnn,2,4,6.77952357890431e-05
pytorch,post,igm503,2,12,0.0
pytorch,post,arunppsg,5,11,0.0009071705155659721
pytorch,post,tfsingh,2,6,0.0
pytorch,post,FindHao,1,2,0.0
pytorch,post,chipturner,3,13,0.0
pytorch,post,pavanbalaji,4,12,0.00044275698994587017
pytorch,post,jijiew,2,4,1.0294641056781935e-05
pytorch,post,dependabot[bot],1,4,0.0
pytorch,post,dsesh,1,2,0.0
pytorch,post,MooYeh279,1,2,0.0
pytorch,post,briancoutinho,3,10,0.0
pytorch,post,ilyasher,3,13,0.0
pytorch,post,matthewhagraphcore,1,2,0.0
pytorch,post,fengyuan14,1,2,0.0
pytorch,post,stsouko,1,2,0.0
pytorch,post,functionstackx,2,4,1.0294641056781935e-05
pytorch,post,parth-desai,1,2,0.0
pytorch,post,kundaMwiza,3,8,0.0
pytorch,post,fxmarty,4,8,8.94231630760989e-05
pytorch,post,Schefflera-Arboricola,1,2,0.0
pytorch,post,gustavla,1,3,0.0
pytorch,post,tcherckez-nvidia,2,4,2.682462639172596e-05
pytorch,post,bluenote10,2,4,1.8194403513863713e-05
pytorch,post,nairbv,2,4,1.8194403513863713e-05
pytorch,post,nakulcr7,1,2,0.0
pytorch,post,stroxler,1,5,0.0
pytorch,post,yuguo68,6,12,0.0017573046414055158
pytorch,post,htyu,2,6,0.0
pytorch,post,lw,1,2,0.0
pytorch,post,zhuhaozhe,2,7,0.0
pytorch,post,zyan0,1,2,0.0
pytorch,post,nunoplopes,1,2,0.0
pytorch,post,lorenzomassimiani,1,3,0.0
pytorch,post,NicolasHug,2,10,0.0
pytorch,post,defoishugo,1,3,0.0
pytorch,post,Gwihwan-Go,1,2,0.0
pytorch,post,rajveer43,1,2,0.0
pytorch,post,danthe3rd,2,4,0.0003828242464606103
pytorch,post,zejun-chen,1,2,0.0
pytorch,post,andrewjcg,1,4,0.0
kubernetes,pre,mkumatag,107,738,0.008942544630518742
kubernetes,pre,jszczepkowski,120,786,0.005391180445496556
kubernetes,pre,jianglingxia,49,235,0.0008604788098996562
kubernetes,pre,soltysh,250,3180,0.025575940676531735
kubernetes,pre,tallclair,265,3063,0.018819536004404426
kubernetes,pre,thockin,404,5767,0.034447598294186935
kubernetes,pre,vishh,297,3731,0.02314900753132768
kubernetes,pre,mikedanese,283,3449,0.01647251782785876
kubernetes,pre,fejta,171,1709,0.004820020366042341
kubernetes,pre,jonfriesen,2,4,4.164464156785404e-06
kubernetes,pre,Pensu,1,2,0.0
kubernetes,pre,droslean,13,31,0.0007625560635971077
kubernetes,pre,lavalamp,394,6457,0.03807777687000802
kubernetes,pre,juanvallejo,136,1460,0.009631832436207131
kubernetes,pre,RenaudWasTaken,51,443,0.0009458317483143982
kubernetes,pre,feiskyer,248,2769,0.015272807583289857
kubernetes,pre,erictune,170,1126,0.006731089352194102
kubernetes,pre,sjenning,159,1350,0.0054804925330061245
kubernetes,pre,dims,326,3803,0.027972208893248123
kubernetes,pre,enisoc,143,1281,0.0043835192195044274
kubernetes,pre,derekwaynecarr,369,5153,0.03389463919880628
kubernetes,pre,jpbetz,155,1392,0.008203224096261853
kubernetes,pre,neolit123,237,3033,0.012380553798648884
kubernetes,pre,CaoShuFeng,125,1102,0.005285711716675053
kubernetes,pre,johscheuer,25,76,0.0009520208098536395
kubernetes,pre,justaugustus,78,629,0.0042821431393697375
kubernetes,pre,bowei,258,3206,0.012902284145830096
kubernetes,pre,wojtek-t,296,4172,0.01610661447722207
kubernetes,pre,AnitaNayak,1,3,0.0
kubernetes,pre,spiffxp,208,1997,0.00885060751364456
kubernetes,pre,marosset,8,19,0.00015650631768718764
kubernetes,pre,dashpole,184,1758,0.012038460484520135
kubernetes,pre,warmchang,45,154,0.001170662529594268
kubernetes,pre,yujuhong,280,3763,0.01634548888009856
kubernetes,pre,hongchaodeng,100,621,0.002995375138958554
kubernetes,pre,cjwagner,23,77,0.00016665732837480707
kubernetes,pre,mbohlool,189,2069,0.005297563888669753
kubernetes,pre,hpandeycodeit,17,47,0.0002656825740578751
kubernetes,pre,cblecker,227,2568,0.014951584601991622
kubernetes,pre,jbeda,166,1398,0.0055509809036794885
kubernetes,pre,hoegaarden,63,321,0.001861914505330303
kubernetes,pre,ixdy,210,2075,0.009434465873506296
kubernetes,pre,deads2k,423,7970,0.04664454625887988
kubernetes,pre,nikopen,109,529,0.0031659808908303835
kubernetes,pre,hzxuzhonghu,69,443,0.0018346456962288434
kubernetes,pre,justinsb,206,1552,0.012246583133238937
kubernetes,pre,jiayingz,96,748,0.003765763017606418
kubernetes,pre,huchengze,6,14,2.1280562781783052e-05
kubernetes,pre,vikaschoudhary16,73,558,0.0022643965162230375
kubernetes,pre,johnbelamaric,99,706,0.004056104812811801
kubernetes,pre,zmerlynn,199,1550,0.009636386423894312
kubernetes,pre,yliaog,136,1205,0.007892549199563668
kubernetes,pre,MaciekPytel,193,2039,0.009679452920854273
kubernetes,pre,wenjiaswe,94,535,0.0028057119427906552
kubernetes,pre,roberthbailey,119,724,0.005203359668540489
kubernetes,pre,listx,39,248,0.001171276101652281
kubernetes,pre,xichengliudui,120,806,0.005645740937367638
kubernetes,pre,dchen1107,358,4538,0.03809877634408969
kubernetes,pre,wongma7,64,439,0.0010768141314911126
kubernetes,pre,praseodym,29,80,0.0009402385574263754
kubernetes,pre,timothysc,252,3830,0.013445766945583037
kubernetes,pre,claudiubelu,29,108,0.00026649564123669086
kubernetes,pre,AishSundar,126,696,0.002951850815542452
kubernetes,pre,liggitt,477,10686,0.05036138637319927
kubernetes,pre,oomichi,192,1733,0.005351058992104604
kubernetes,pre,javier-b-perez,27,131,0.00047421183765658905
kubernetes,pre,tpepper,143,890,0.004844740495478602
kubernetes,pre,johnSchnake,72,387,0.003174907504524239
kubernetes,pre,BenTheElder,198,2121,0.009714765049585197
kubernetes,pre,maht,1,2,0.0
kubernetes,pre,eparis,237,2133,0.014607585893446292
kubernetes,pre,foxish,198,1430,0.007452248877520845
kubernetes,pre,PatrickLang,100,667,0.007043340097661167
kubernetes,pre,MrHohn,180,1591,0.008582944526106187
kubernetes,pre,sttts,326,5492,0.02411114074325368
kubernetes,pre,hchenxa,2,4,1.4377954982460387e-06
kubernetes,pre,Random-Liu,255,3046,0.013190296984724756
kubernetes,pre,kad,98,1016,0.008553209650307491
kubernetes,pre,ChiuWang,32,104,0.0016819326342348581
kubernetes,pre,benmoss,65,247,0.0064209253591543496
kubernetes,pre,rosti,57,831,0.0024204826502909303
kubernetes,pre,shyamjvs,113,879,0.0020775245868801416
kubernetes,pre,krousey,126,680,0.004377619191901302
kubernetes,pre,AdamDang,32,87,0.001370410721567222
kubernetes,pre,ialidzhikov,29,109,0.0007759861838621504
kubernetes,pre,aledbf,9,22,0.0001385763244961317
kubernetes,pre,rajansandeep,57,359,0.002702380428675517
kubernetes,pre,Katharine,32,136,0.001152354343392923
kubernetes,pre,balajismaniam,27,111,0.0004473995341585909
kubernetes,pre,adohe-zz,112,858,0.005134704930280365
kubernetes,pre,dixudx,161,1482,0.008661993365542237
kubernetes,pre,yifan-gu,121,824,0.005793505023615822
kubernetes,pre,dekkagaijin,30,111,0.00022322554358284417
kubernetes,pre,msau42,235,3767,0.0063030033341332815
kubernetes,pre,idealhack,165,849,0.01354387488297138
kubernetes,pre,freehan,152,1092,0.008247628173082529
kubernetes,pre,saad-ali,270,4207,0.0155040285335033
kubernetes,pre,caesarxuchao,279,3754,0.0204618788205598
kubernetes,pre,adelina-t,40,175,0.0007725020342291319
kubernetes,pre,SataQiu,106,742,0.0026651769579245743
kubernetes,pre,sjpotter,98,622,0.0034389630573377805
kubernetes,pre,smarterclayton,393,6202,0.033493901475535194
kubernetes,pre,kow3ns,115,786,0.004048175329088127
kubernetes,pre,bskiba,31,145,0.001513475042177311
kubernetes,pre,luxas,211,2774,0.013540404601984121
kubernetes,pre,ericchiang,118,889,0.004689480592925497
kubernetes,pre,gmarek,241,2578,0.01122372023607176
kubernetes,pre,dougm,95,469,0.002502286825897131
kubernetes,pre,fturib,22,96,0.00018259924156652577
kubernetes,pre,mattmoyer,18,76,0.000199707610382886
kubernetes,pre,dmmcquay,26,105,0.0012339767137135218
kubernetes,pre,xiangpengzhao,92,716,0.006600095076859277
kubernetes,pre,detiber,78,896,0.0034469419864770106
kubernetes,pre,nicksardo,87,538,0.002156662036986897
kubernetes,pre,dcbw,133,900,0.007643801750281472
kubernetes,pre,dnardo,91,483,0.008364250187686892
kubernetes,pre,chrisohaver,39,221,0.0032698221990835395
kubernetes,pre,chi-xu,1,3,0.0
kubernetes,pre,chrisglass,2,4,3.7015563408807456e-06
kubernetes,pre,yguo0905,88,520,0.0025208735695989937
kubernetes,pre,jcsirot,1,2,0.0
kubernetes,pre,yastij,151,1176,0.009957095411420225
kubernetes,pre,cjcullen,100,602,0.0018143381599793759
kubernetes,pre,alejandrox1,155,1091,0.0036412437628455885
kubernetes,pre,php-coder,109,635,0.006528403669740745
kubernetes,pre,odinuge,77,480,0.002016400546816746
kubernetes,pre,davidopp,131,933,0.0032178213098844866
kubernetes,pre,andyzhangx,93,1064,0.004591444223852566
kubernetes,pre,nikhiljindal,106,638,0.0017336841988142228
kubernetes,pre,x13n,50,416,0.0018828780045852265
kubernetes,pre,wangzhen127,56,232,0.0021994985935499217
kubernetes,pre,jessfraz,19,53,0.0006879193767802351
kubernetes,pre,yue9944882,76,546,0.004410642246675407
kubernetes,pre,mm4tt,76,400,0.00400614358327355
kubernetes,pre,brendandburns,304,3587,0.024200030067258065
kubernetes,pre,philips,14,36,0.00025663432538718675
kubernetes,pre,WanLinghao,83,499,0.0012402754639801246
kubernetes,pre,krzyzacy,125,729,0.002368920221770874
kubernetes,pre,immutableT,41,251,0.0014443205736631923
kubernetes,pre,xmudrii,79,314,0.004132736070740994
kubernetes,pre,jackkleeman,9,26,0.00040889721369042194
kubernetes,pre,fasaxc,24,101,0.001250720840670144
kubernetes,pre,mwielgus,146,1225,0.007894614909565665
kubernetes,pre,stewart-yu,88,588,0.002119683155520446
kubernetes,pre,jingax10,83,600,0.00328210675308804
kubernetes,pre,zshihang,10,39,7.626062134811999e-05
kubernetes,pre,mtaufen,175,1568,0.009554786679272228
kubernetes,pre,aleksandra-malinowska,138,1038,0.001709966131737998
kubernetes,pre,DirectXMan12,123,796,0.007076871728998689
kubernetes,pre,loburm,55,345,0.0015465713633458233
kubernetes,pre,ostromart,12,43,0.0001225413626166574
kubernetes,pre,ikehz,6,25,3.519580801707076e-06
kubernetes,pre,pmorie,123,769,0.004829682825164872
kubernetes,pre,mborsz,57,404,0.002106217730519491
kubernetes,pre,j3ffml,28,101,0.0025295818832529984
kubernetes,pre,caseydavenport,105,592,0.005117776252893736
kubernetes,pre,clarklee92,17,76,0.0003354865351927992
kubernetes,pre,Q-Lee,18,54,0.00048797944355730713
kubernetes,pre,ahmetb,17,51,0.00017303338975320175
kubernetes,pre,piosz,156,1175,0.016151231739661473
kubernetes,pre,jingxu97,182,2007,0.00946992024577207
kubernetes,pre,apelisse,108,955,0.0074012397472892535
kubernetes,pre,crassirostris,54,338,0.0012400350924144606
kubernetes,pre,enj,148,1214,0.0056567765819730085
kubernetes,pre,awly,77,526,0.001646183038419653
kubernetes,pre,jsafrane,258,3577,0.012330325039119547
kubernetes,pre,madhusudancs,83,373,0.0028899615919037542
kubernetes,pre,cheftako,236,2435,0.01643831204987761
kubernetes,pre,nikhita,126,831,0.005438480503729075
kubernetes,pre,fgrzadkowski,33,134,0.000531257206346698
kubernetes,pre,kawych,69,504,0.0026127358098899447
kubernetes,pre,jklare,2,4,1.2203112964444645e-06
kubernetes,pre,coffeepac,71,371,0.00573649984253007
kubernetes,pre,zhlhahaha,9,23,9.79476498669143e-05
kubernetes,pre,fabriziopandini,143,1984,0.01661674571893614
kubernetes,pre,ereslibre,32,514,0.0006082590121889441
kubernetes,pre,lubinsz,14,48,0.0001426428581583857
kubernetes,pre,RainbowMango,82,497,0.0009918355567743843
kubernetes,pre,sofat1989,1,2,0.0
kubernetes,pre,liztio,42,579,0.000992533228838266
kubernetes,pre,joerocklin,2,4,4.4918397085382526e-06
kubernetes,pre,krmayankk,183,1310,0.006496686523654452
kubernetes,pre,0xmichalis,71,368,0.0022234134436215007
kubernetes,pre,RA489,51,179,0.0029146507077060534
kubernetes,pre,atoato88,22,84,0.0008495091924445022
kubernetes,pre,chuckha,57,697,0.003738382610444963
kubernetes,pre,MalloZup,14,76,1.33406366222757e-05
kubernetes,pre,yagonobre,67,912,0.0034537247921929367
kubernetes,pre,rojkov,18,106,0.0001157099163014509
kubernetes,pre,Farice4,4,9,1.4321767242017349e-05
