repo,phase,node,degree,strength,betweenness
pytorch,pre,lara-hdr,9,89,0.0076858543305022235
pytorch,pre,LeviViana,1,3,0.0
pytorch,pre,andreaskoepf,6,26,0.004111572937676955
pytorch,pre,thuyen,1,2,0.0
pytorch,pre,bhosmer,10,33,0.0017370713542411073
pytorch,pre,hlu1,8,56,0.0008625840763080295
pytorch,pre,jwwandy,3,6,0.0018840066323925911
pytorch,pre,dlibenzi,8,25,0.003059736315499708
pytorch,pre,kuttas,2,5,0.0
pytorch,pre,ArutyunovG,2,5,0.0
pytorch,pre,fmder,1,2,0.0
pytorch,pre,asuhan,2,4,0.0
pytorch,pre,chenyangyu1988,2,4,0.001005523494434332
pytorch,pre,satgera,12,183,5.99867507524425e-05
pytorch,pre,jiayisuse,5,12,0.0009373744397092405
pytorch,pre,rohan-varma,8,47,3.051499929580771e-05
pytorch,pre,xush6528,14,363,0.0009411043160852955
pytorch,pre,d4l3k,4,10,0.0032444944141327104
pytorch,pre,wuhuikx,2,4,0.0017248883640132876
pytorch,pre,agolynski,4,12,0.0
pytorch,pre,efaust,1,2,0.0
pytorch,pre,peterjc123,2,4,0.0016296835307679867
pytorch,pre,ggoossen,2,10,0.0
pytorch,pre,Dawars,1,3,0.0
pytorch,pre,pooyadavoodi,1,2,0.0
pytorch,pre,mruberry,8,24,0.0052667564638190925
pytorch,pre,garymm,5,13,0.003830913401491273
pytorch,pre,gaurav1086,2,4,7.108475805668802e-05
pytorch,pre,pruthvistony,1,2,0.0
pytorch,pre,pdlive215,2,4,0.0008810128623968633
pytorch,pre,dashesy,1,2,0.0
pytorch,pre,ashishfarmer,1,5,0.0
pytorch,pre,mmh683,1,2,0.0
pytorch,pre,neginraoof,4,66,0.0
pytorch,pre,BowenBao,4,27,0.005523997308420575
pytorch,pre,bpstark,2,4,0.0009654389378346
pytorch,pre,Officium,1,2,0.0
pytorch,pre,prasunanand,3,8,0.0010618092566180455
pytorch,pre,v0dro,4,17,0.0
pytorch,pre,mike9ant,1,2,0.0
pytorch,pre,ngoldbaum,3,11,0.0
pytorch,pre,wangwwno1,1,2,0.0
pytorch,pre,zzzwen,5,21,0.0005008521099314959
pytorch,pre,glenjamin,1,2,0.0
pytorch,pre,dmudiger,2,7,0.0
pytorch,pre,BramVanroy,2,4,0.00013219578637189375
pytorch,pre,zak-hassan,2,4,0.0012919771906047975
pytorch,pre,ahmadsalim,2,4,0.00019195760240781596
pytorch,pre,hongzhen1,2,4,0.0
pytorch,pre,andersenchen,1,5,0.0
pytorch,pre,scopatz,2,7,0.005523997308420576
pytorch,pre,zasdfgbnm,2,4,6.725302879494072e-05
pytorch,pre,shkit,1,2,0.0
pytorch,pre,Krovatkin,6,21,0.000548199394979494
pytorch,pre,yyb1995,1,2,0.0
pytorch,pre,farhadrgh,1,2,0.0
pytorch,pre,standbyme,1,5,0.0
pytorch,pre,vedanuj,1,2,0.0
pytorch,pre,ljjb,2,5,0.0014631550944400103
pytorch,pre,sublee,1,3,0.0
pytorch,pre,osalpekar,3,7,0.00010177158175015422
pytorch,pre,jonmorton,1,2,0.0
pytorch,pre,hugovk,1,2,0.0
pytorch,pre,TheCodez,2,4,3.807616139366049e-05
pytorch,pre,jfc4050,4,14,0.0008360032017054173
pytorch,pre,mxw,3,11,0.0
pytorch,pre,leofang,1,2,0.0
pytorch,pre,beam2d,1,2,0.0
pytorch,pre,tomdz,1,2,0.0
pytorch,pre,huitseeker,1,2,0.0
pytorch,pre,duc0,1,2,0.0
pytorch,pre,MarisaKirisame,2,4,0.0
pytorch,pre,charliechen0401,4,9,0.0016916972780712243
pytorch,pre,Chillee,1,2,0.0
pytorch,pre,jjsjann123,1,2,0.0
pytorch,pre,harrysummer,1,2,0.0
pytorch,pre,dylanbespalko,2,5,0.0
pytorch,pre,Lawiss,1,2,0.0
pytorch,pre,yaroslavvb,1,2,0.0
pytorch,pre,bryant1410,1,3,0.0
pytorch,pre,Lucaskabela,1,2,0.0
pytorch,pre,hameerabbasi,1,2,0.0
pytorch,during,gravityknife,8,23,0.0
pytorch,during,awgu,161,10548,0.017140625835322297
pytorch,during,wanchaol,124,6565,0.008172817583135804
pytorch,during,kwen2501,128,10075,0.005880608396543441
pytorch,during,fegin,97,4486,0.004586372026915693
pytorch,during,H-Huang,235,20342,0.03230257640989648
pytorch,during,mrshenli,287,22506,0.034639540399909956
pytorch,during,zhaojuanmao,293,24603,0.029191271974089644
pytorch,during,rohan-varma,260,19147,0.03613569317863679
pytorch,during,Raman-Kumar,1,3,0.0
pytorch,during,kulinseth,110,1913,0.029569873220145763
pytorch,during,albanD,290,10947,0.0641152609925101
pytorch,during,digantdesai,88,1447,0.0019834211191000384
pytorch,during,VitalyFedyunin,59,363,0.02347249027236188
pytorch,during,zhxchen17,47,397,0.009535349866666844
pytorch,during,zhouzhuojie,48,884,0.0026482053399913383
pytorch,during,emcastillo,12,47,0.0027356245777620733
pytorch,during,fatcat-z,21,184,0.00031022334182971914
pytorch,during,houseroad,20,108,0.005084599385977638
pytorch,during,apaszke,211,4738,0.11119805310206757
pytorch,during,HDCharles,69,1081,0.0015092237782969936
pytorch,during,kshitij12345,58,461,0.0008448502420118791
pytorch,during,sugatoray,2,4,0.00012908825630906023
pytorch,during,bhosmer,73,745,0.00759096918877166
pytorch,during,samestep,43,321,0.00223863080849945
pytorch,during,hczhu,14,47,0.0010632319556072522
pytorch,during,jgong5,26,85,0.004652302904849372
pytorch,during,raziel,37,385,0.004723883236577231
pytorch,during,soumith,118,2217,0.01041125779314976
pytorch,during,avikchaudhuri,30,156,0.003085744686014971
pytorch,during,dreiss,61,677,0.006854430724488217
pytorch,during,kurtamohler,5,14,0.0
pytorch,during,rdspring1,7,23,0.0006153753991281986
pytorch,during,bowangbj,37,851,0.0014535425128942721
pytorch,during,Erotemic,20,53,0.0023199241531467202
pytorch,during,raghuramank100,41,755,0.008915662400849211
pytorch,during,osalpekar,81,1116,0.010687709353387352
pytorch,during,glaringlee,60,826,0.009376505564972052
pytorch,during,amjames,19,190,0.0028943829338114197
pytorch,during,colesbury,19,54,0.00329990522037011
pytorch,during,sujoysaraswati,6,20,0.00021256133983577936
pytorch,during,ilia-cher,27,142,0.0015879981140971056
pytorch,during,walterddr,18,63,0.010753384779435375
pytorch,during,SherlockNoMad,93,6550,0.009490648684304116
pytorch,during,ebetica,54,958,0.005547643688737075
pytorch,during,robieta,78,791,0.008882402458709382
pytorch,during,Lynx1820,1,2,0.0
pytorch,during,khushi-411,14,94,0.00012375442430493896
pytorch,during,rodrigoberriel,1,2,0.0
pytorch,during,sgrigory,3,6,0.000371741536312784
pytorch,during,vadimkantorov,113,600,0.03797424522606723
pytorch,during,anjali411,98,3976,0.010759137091272887
pytorch,during,jamesr66a,48,303,0.010632530303628897
pytorch,during,swolchok,28,109,0.005323768724449396
pytorch,during,malfet,189,1614,0.053157425123486576
pytorch,during,svekars,9,42,0.0024657457479895766
pytorch,during,garymm,40,571,0.0032894452470307303
pytorch,during,neginraoof,68,2025,0.004565241101829782
pytorch,during,hameerabbasi,23,102,0.005063055564112007
pytorch,during,alexdremov,3,12,0.0
pytorch,during,TamirCohen,3,6,0.00026429695900760344
pytorch,during,izaitsevfb,25,70,0.006445860535037806
pytorch,during,NmomoN,1,2,0.0
pytorch,during,xuzhao9,27,165,0.0041915619683308755
pytorch,during,DanilBaibak,34,124,0.006938156019269762
pytorch,during,gaoteng-git,8,24,0.0016016170737894692
pytorch,during,aazzolini,33,315,0.0019816665990094262
pytorch,during,mehtanirav,37,105,0.009130190161034144
pytorch,during,IvanYashchuk,90,1308,0.004082745723004197
pytorch,during,weiwangmeta,66,391,0.0062816557010315155
pytorch,during,supriyar,27,492,0.002394928253362883
pytorch,during,jerryzh168,140,2711,0.03026021015512264
pytorch,during,penguinwu,15,94,0.0003935522715228812
pytorch,during,ydcjeff,3,7,6.072419727670572e-05
pytorch,during,pritamdamania87,252,18439,0.029252046213450993
pytorch,during,v0dro,18,59,0.0016381150634199452
pytorch,during,jeanschmidt,34,124,0.0018921703847941918
pytorch,during,drisspg,7,26,1.5566576691853388e-06
pytorch,during,abhudev,5,29,0.0005442235636849991
pytorch,during,linbinyu,26,138,0.002201139568098909
pytorch,during,ptrblck,42,227,0.004347527178089829
pytorch,during,alanwaketan,13,141,7.4633589420665335e-06
pytorch,during,miladm,86,7941,0.003604045989901526
pytorch,during,mlazos,35,424,0.0016889270569718793
pytorch,during,jithunnair-amd,95,1039,0.012276668218494604
pytorch,during,mingzhe09088,205,13217,0.033235220081907185
pytorch,during,wenleix,14,53,0.00037142364508346685
pytorch,during,eqy,52,355,0.004847578304197226
pytorch,during,kimishpatel,111,1633,0.009655687986467293
pytorch,during,blefaudeux,10,106,0.0
pytorch,during,mikekgfb,16,99,0.000469198885953687
pytorch,during,bmon581,5,16,0.00014759219921984957
pytorch,during,ezyang,250,6413,0.0485482712331387
pytorch,during,Roffild,1,2,0.0
pytorch,during,iramazanli,26,201,0.0019125497038790758
pytorch,during,gdankel,22,162,0.00020278360263032411
pytorch,during,tridao,1,2,0.0
pytorch,during,guyang3532,19,101,4.7372323303331575e-05
pytorch,during,iseeyuan,52,749,0.00689342728094148
pytorch,during,nikitaved,120,2388,0.010009635538374898
pytorch,during,cbalioglu,72,3365,0.007775878481766199
pytorch,during,samdow,26,239,0.0006555505048494575
pytorch,during,b0noI,13,39,0.0006429905896277812
pytorch,during,wonjoolee95,30,110,0.004578992562052839
pytorch,during,qqaatw,22,178,0.00035867162447237244
pytorch,during,larryliu0820,37,189,0.0021929514728482526
pytorch,during,dzhulgakov,44,279,0.004656778531450857
pytorch,during,zhangguanheng66,10,40,0.003576942511715158
pytorch,during,huydhn,33,174,0.0016298408711004258
pytorch,during,atalman,72,1243,0.006246649942644281
pytorch,during,wayi1,84,5766,0.00785770544890811
pytorch,during,kevinstephano,13,55,0.0008055112390946442
pytorch,during,IvanKobzarev,53,478,0.00869216690784838
pytorch,during,gujinghui,17,75,0.008248895741760196
pytorch,during,tfsingh,10,25,0.0012428501612470923
pytorch,during,FindHao,3,7,0.0001529966262261433
pytorch,during,bigfootjon,19,78,0.0027309887457035394
pytorch,during,xw285cornell,36,152,0.007615315054974481
pytorch,during,guilhermeleobas,11,91,0.0015204078946579674
pytorch,during,saketh-are,31,186,0.001428319044972035
pytorch,during,wconstab,101,7662,0.004959614268545797
pytorch,during,jjlilley,18,222,0.0010539217162046988
pytorch,during,aslvrstn,4,11,0.0
pytorch,during,CaoE,30,134,0.002301270888851026
pytorch,during,Lilyjjo,15,120,0.0
pytorch,during,pietern,52,2094,0.004545790419992418
pytorch,during,ZhiyuanChen,2,5,0.0
pytorch,during,cpuhrsch,50,298,0.010425925924402238
pytorch,during,chaekit,21,175,0.0005457635785874481
pytorch,during,yf225,60,976,0.007198158808451772
pytorch,during,peterbell10,28,83,0.004518653572443729
pytorch,during,lly-zero-one,16,45,0.006578185177077332
pytorch,during,bitfort,18,93,0.003425424812031168
pytorch,during,erichan1,10,40,0.0004587764561034033
pytorch,during,xwang233,46,301,0.006583304125153329
pytorch,during,venkateshtata,2,7,0.0
pytorch,during,kiukchung,93,3926,0.0056721071177908595
pytorch,during,mruberry,184,3468,0.03164194513887038
pytorch,during,bdhirsh,134,7775,0.011880137827721198
pytorch,during,mthrok,13,27,0.007451335494747336
pytorch,during,andrewor14,27,318,0.0054580258831056815
pytorch,during,BowenBao,138,4143,0.012708520981709088
pytorch,during,krshrimali,22,78,0.009027748449864717
pytorch,during,abock,82,1776,0.005532020118480886
pytorch,during,jianyuh,99,1495,0.010368213648444407
pytorch,during,yashika-git,2,4,0.00012908825630906023
pytorch,during,fmassa,123,2220,0.011571679331505618
pytorch,during,ethch18,6,13,0.0009138001256792635
pytorch,during,mikaylagawarecki,51,414,0.0015295597092270892
pytorch,during,yanbing-j,31,118,0.0010653509261341423
pytorch,during,Xia-Weiwen,28,237,0.001466727623944618
pytorch,during,Jianhui-Li,4,8,0.00038725903778348564
pytorch,during,SplitInfinity,45,209,0.00950845226222107
pytorch,during,kiszk,26,133,0.005779253891316773
pytorch,during,mingfeima,52,329,0.007156496677665978
pytorch,during,goldsborough,60,1192,0.007772468576144717
pytorch,during,driazati,50,766,0.0047891761494901685
pytorch,during,ljk53,51,522,0.0039028949297666253
pytorch,during,choward232,1,2,0.0
pytorch,during,thomasjpfan,7,37,4.047056244120132e-05
pytorch,during,puririshi98,9,26,0.0007459083126669445
pytorch,during,nonconvexopt,15,45,0.0047025752351019245
pytorch,during,antoniojkim,85,7974,0.00144491744113292
pytorch,during,yuguo68,7,21,0.00024896475143544225
pytorch,during,imaginary-person,11,51,0.0005540820367344021
pytorch,during,jiayisuse,25,559,0.0001983417258480457
pytorch,during,ngimel,237,4321,0.052370042388309744
pytorch,during,lw,27,200,0.0013198439753219198
pytorch,during,yanboliang,19,189,3.905559749096974e-05
pytorch,during,Chillee,142,8061,0.01425093464964168
pytorch,during,mrzzd,10,95,0.00015476149983107657
pytorch,during,ysiraichi,25,141,0.0008874315559287781
pytorch,during,seemethere,110,1921,0.01763425623242386
pytorch,during,suo,108,847,0.018740791307678917
pytorch,during,ejguan,54,375,0.005151678629562791
pytorch,during,guotuofeng,9,37,9.30570305788486e-05
pytorch,during,nunoplopes,15,78,0.0007624070723784238
pytorch,during,yhcharles,59,1071,0.002593735756382803
pytorch,during,thiagocrepaldi,73,513,0.007515667812495994
pytorch,during,leslie-fang-intel,32,165,0.0031967659185408335
pytorch,during,adampauls,3,6,0.00453847400192333
pytorch,during,spandantiwari,38,750,0.0008760056355355472
pytorch,during,janeyx99,121,2639,0.011372005498736074
pytorch,during,salilsdesai,86,1484,0.003077125257154734
pytorch,during,smessmer,39,280,0.006459653424660582
pytorch,during,macandro96,5,33,0.000418109164597028
pytorch,during,NicolasHug,26,98,0.0061655615048187605
pytorch,during,serhaty,11,34,0.0018427662837096502
pytorch,during,wz337,37,771,0.009478785017298336
pytorch,during,JackCaoG,55,399,0.019501450247706616
pytorch,during,pearu,29,252,0.0024757174579745876
pytorch,during,jaketae,2,6,0.0
pytorch,during,chengjunlu,12,65,0.0
pytorch,during,aaronenyeshi,53,232,0.008371577649130808
pytorch,during,mcarilli,51,442,0.006027774977241819
pytorch,during,zyan0,8,22,0.00028076869332671633
pytorch,during,razarmehr,10,248,0.0004439515420863387
pytorch,during,z-a-f,82,1542,0.008366767992468728
pytorch,during,zdevito,52,388,0.016890701508978492
pytorch,during,fritzo,24,100,0.01495117188775778
pytorch,during,wschin,48,233,0.010518349665561463
pytorch,during,dzdang,43,300,0.010957851520309111
pytorch,during,arktrail,9,26,0.0020494846252996396
pytorch,during,desertfire,77,628,0.0065750375403223855
pytorch,during,shunting314,56,215,0.01835589809174732
pytorch,during,vfdev-5,22,96,0.0020081325590884953
pytorch,during,DenisVieriu97,8,240,0.00013324326205799275
pytorch,during,davidberard98,21,109,0.001553703197220666
pytorch,during,cccclai,46,547,0.003322690478220036
pytorch,during,terrychenism,9,34,0.0005220696836129362
pytorch,during,vkuzo,61,965,0.013062320623134243
pytorch,during,mattip,27,123,0.003991763260238631
pytorch,during,AshkanAliabadi,29,305,0.00457298409733684
pytorch,during,eellison,107,958,0.02139929885611564
pytorch,during,shoonny,2,4,0.00010984369238036218
pytorch,during,PaliC,29,158,0.0010905939659471193
pytorch,during,NivekT,44,328,0.005216879402576708
pytorch,during,LucasLLC,1,2,0.0
pytorch,during,li-yi-dong,7,14,0.0009021888891323097
pytorch,during,nmacchioni,5,11,0.0015000251174202102
pytorch,during,antocuni,7,17,0.0005334565231677549
pytorch,during,wushirong,14,34,0.0033890470262041895
pytorch,during,jlin27,25,100,0.003754073100716599
pytorch,during,jansel,49,528,0.007715436703567697
pytorch,during,heitorschueroff,46,293,0.004046819858790574
pytorch,during,jbschlosser,188,8078,0.04566166084493068
pytorch,during,jeffdaily,110,1830,0.010046986680596939
pytorch,during,mrTsjolder,3,10,8.355545355741494e-05
pytorch,during,tugsbayasgalan,32,171,0.004233985907924641
pytorch,during,aocsa,16,95,0.0013882534499223946
pytorch,during,danthe3rd,8,22,0.000543300327013135
pytorch,during,ShawnZhong,14,48,0.0008341393160838584
pytorch,during,vitrioil,1,2,0.0
pytorch,during,lkct,9,18,0.002192525837743001
pytorch,during,XuehaiPan,33,184,0.0012256737679605643
pytorch,during,gchanan,66,439,0.01251364781245033
pytorch,during,rgommers,68,461,0.008928050490271199
pytorch,during,soulitzer,225,6375,0.05960532872540103
pytorch,during,crcrpar,28,202,0.002477912496756194
pytorch,during,williamwen42,22,268,3.080600422671928e-05
pytorch,during,ppwwyyxx,28,122,0.0015461613743570817
pytorch,during,kit1980,46,229,0.00494242501093929
pytorch,during,ansley,42,239,0.01249579459325299
pytorch,during,lezcano,106,2087,0.008813078803308338
pytorch,during,gqchen,8,27,0.00024338072505834267
pytorch,during,shubhambhokare1,83,2129,0.005928108060399396
pytorch,during,pmeier,43,239,0.005781626710877038
pytorch,during,kumpera,41,1341,0.008534017512987458
pytorch,during,beauby,22,402,7.203198884992234e-05
pytorch,during,stas00,22,99,0.006851758274048296
pytorch,during,adamjstewart,5,11,0.00039899204291708214
pytorch,during,ProGamerGov,10,43,0.0001550988529456112
pytorch,during,zou3519,107,1228,0.014753506284073745
pytorch,during,YazhiGao,2,5,0.0
pytorch,during,ZainRizvi,60,308,0.015371659961685788
pytorch,during,zengk95,34,210,0.004557955995332698
pytorch,during,orionr,19,96,0.00596453222628942
pytorch,during,d4l3k,95,3515,0.011454828117769744
pytorch,during,Varal7,2,40,0.0
pytorch,during,gmagogsfm,40,337,0.0043616861137718375
pytorch,during,ZolotukhinM,55,637,0.008350446884427825
pytorch,during,vincentqb,32,160,0.011005162606003151
pytorch,during,zrphercule,11,48,0.0009397430889815405
pytorch,during,xush6528,23,362,0.0004336360054913211
pytorch,during,anijain2305,29,345,0.00025035273206921305
pytorch,during,Freey0,15,44,0.0040003899680190625
pytorch,during,george-qi,11,75,3.8307140347149386e-05
pytorch,during,dhruvbird,26,300,0.0023946668144364824
pytorch,during,msaroufim,48,270,0.004855689640375668
pytorch,during,bertmaher,66,492,0.0077482174799307305
pytorch,during,bharatr21,3,7,0.0009949526497848732
pytorch,during,izdeby,25,227,0.0014112082833896901
pytorch,during,lithuak,2,11,0.0
pytorch,during,fufeisi,6,24,0.00016172131641031346
pytorch,during,fduwjj,45,544,0.0012407318338213023
pytorch,during,bryant1410,8,17,0.0008576265010138145
pytorch,during,asi1024,6,16,0.0003043213836895979
pytorch,during,PanosAntoniadis,2,4,0.00010984369238036218
pytorch,during,EscapeZero,15,73,0.0013354113056062045
pytorch,during,mfkasim1,7,31,0.00025323357467404333
pytorch,during,r-barnes,38,410,0.0029362804577857033
pytorch,during,guangy10,12,39,0.0014075485598063567
pytorch,during,hwangdeyu,13,149,1.306423700099696e-05
pytorch,during,voznesenskym,75,4677,0.0036817713881073686
pytorch,during,Krovatkin,83,2226,0.015481993062733972
pytorch,during,sypneiwski,5,23,0.0
pytorch,during,frank-wei,24,143,0.0030420332671828657
pytorch,during,lqf96,3,9,4.603932985226942e-06
pytorch,during,ailzhang,19,58,0.006906429869235972
pytorch,during,milesial,6,21,0.0002142863981518808
pytorch,during,kazhou,7,85,0.0
pytorch,during,xta0,27,169,0.005139415356237619
pytorch,during,datumbox,27,81,0.0056410961045066065
pytorch,during,ydwu4,14,56,0.001103327113178884
pytorch,during,JacobSzwejbka,18,191,0.0003790786346136679
pytorch,during,pavithranrao,11,129,0.0
pytorch,during,szewaiyuen7,1,2,0.0
pytorch,during,qihqi,22,173,0.0013578053623987468
pytorch,during,dbort,10,46,1.553370481950494e-05
pytorch,during,nikithamalgifb,8,40,0.0026556486662392513
pytorch,during,durumu,2,6,5.019508786803488e-05
pytorch,during,migeed-z,6,107,0.0
pytorch,during,atupone,1,2,0.0
pytorch,during,henrytwo,2,8,0.0
pytorch,during,pruthvistony,52,218,0.014494981749238
pytorch,during,srossross,8,31,2.2003232609675302e-05
pytorch,during,isdanni,3,6,0.00013705525109346283
pytorch,during,nailimixaM,8,16,0.0007207937173658828
pytorch,during,skyline75489,16,59,0.0016356132849499475
pytorch,during,kostmo,15,93,0.0001987174728789668
pytorch,during,ashishfarmer,5,12,8.455996243304941e-05
pytorch,during,liangluofb,11,32,0.0008352882794258332
pytorch,during,andfoy,5,20,0.00010446790266902906
pytorch,during,Gamrix,27,274,0.007163474417238253
pytorch,during,Flamefire,23,117,0.003319806264350611
pytorch,during,kk-hainq,3,6,2.344514277133572e-05
pytorch,during,nolifenameless,10,21,0.004478203137534905
pytorch,during,jspisak,5,12,0.00012727257182378136
pytorch,during,bmedishe,5,17,0.0
pytorch,during,wenzhe-nrv,3,6,9.574070402175478e-06
pytorch,during,xkszltl,2,7,0.0024657457479895766
pytorch,during,Arfrever,1,2,0.0
pytorch,during,gcramer23,8,66,0.0
pytorch,during,bchen2020,9,47,0.0
pytorch,during,jaglinux,13,83,0.00011664597699813405
pytorch,during,atuljangra,6,12,3.6219823543626563e-05
pytorch,during,zzzwen,12,81,0.00010896879220959938
pytorch,during,yinbinm,7,14,0.00010037106904336908
pytorch,during,marjanfariborz,8,51,0.0
pytorch,during,bryanmr,6,20,2.5154878694058006e-05
pytorch,during,feifeibear,6,15,1.0100975924377843e-05
pytorch,during,anj-s,14,80,0.0
pytorch,during,cz-37,8,24,0.0
pytorch,during,huihoaan,10,57,0.0
pytorch,during,aivanou,16,597,0.00011018480488771979
pytorch,during,Fuzzkatt,13,87,0.0001441494797634082
pytorch,during,yifuwang,14,210,2.4284431253420452e-05
pytorch,during,MagiaSN,6,12,6.076975382968702e-05
pytorch,during,jingxu10,17,47,0.0011745548646244373
pytorch,during,wangkuiyi,6,17,0.0
pytorch,during,heidongxianhua,13,48,0.001432920062960131
pytorch,during,awaelchli,6,15,0.00029353708774261907
pytorch,during,XilunWu,16,372,0.0
pytorch,during,Skylion007,22,66,0.0010858752423706906
pytorch,during,shintaro-iwasaki,12,36,5.8987533597020074e-05
pytorch,during,donnyyou,11,22,0.0011732228257922447
pytorch,during,vtlam,12,53,0.00013118320178862487
pytorch,during,clee2000,15,109,0.00047022546205786826
pytorch,during,Padarn,8,16,0.0017138599696021697
pytorch,during,kryanchun,7,32,0.0
pytorch,during,Aidyn-A,18,66,0.0006392534440394245
pytorch,during,VincentLeeMax,6,12,6.642337425914157e-05
pytorch,during,colin2328,12,53,0.000588451732635286
pytorch,during,jaceyca,8,39,0.0
pytorch,during,KyleCZH,10,41,0.0006504397290989927
pytorch,during,aovladi,6,22,0.0
pytorch,during,dracifer,7,26,0.0
pytorch,during,another-pjohnson,4,8,1.414904726314579e-05
pytorch,during,divchenko,9,48,0.00011176037397529751
pytorch,during,aashaka,8,38,0.0
pytorch,during,suphoff,5,10,2.594352917997343e-05
pytorch,during,minsii,9,27,7.808351524513779e-05
pytorch,during,kiersten-stokes,7,14,0.00040947680801360777
pytorch,during,zhuzilin,8,28,5.997051291394197e-06
pytorch,during,1ntEgr8,14,59,0.0003259391751147243
pytorch,during,GD06,7,21,0.0
pytorch,during,min-jean-cho,14,63,6.499219215344245e-05
pytorch,during,zhuhong61,8,21,7.476468500127261e-05
