repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
kubernetes,jichenjc,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,drastawi,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,TGPSKI,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,erikbryant,2,['comment_authors'],False,True,False,True
kubernetes,mulatinho,1,['comment_authors'],False,True,False,True
kubernetes,george-angel,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,imrans169,1,['author'],False,False,False,False
kubernetes,sreis,1,['comment_authors'],False,True,False,True
kubernetes,wujie1993,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,hello2mao,17,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,kbruner,11,['comment_authors'],False,True,False,True
kubernetes,gianarb,21,['comment_authors'],False,True,False,True
kubernetes,grodrigues3,1,['comment_authors'],False,True,False,True
kubernetes,WIZARD-CXY,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,StratusChris,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,millerick,5,"['author', 'comment_authors']",False,False,False,False
kubernetes,praveen9354,1,['author'],False,False,False,False
kubernetes,oz123,10,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,dmolik,2,['comment_authors'],False,True,False,True
kubernetes,phenixblue,20,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,BK1603,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,liubog2008,2,['comment_authors'],False,True,False,True
kubernetes,ipointffogl,1,['comment_authors'],False,True,False,True
kubernetes,agowa,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,ringtail,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mcristina422,10,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,yogeek,5,['comment_authors'],False,True,False,True
kubernetes,olemarkus,9,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,benking84,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,ramineni,18,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,rcernich,1,['comment_authors'],False,True,False,True
kubernetes,Sai-Adarsh,1,['author'],False,False,False,False
kubernetes,objcat,1,['author'],False,False,False,False
kubernetes,kwi,1,['comment_authors'],False,True,False,True
kubernetes,k8s-triage-robot,3863,['comment_authors'],False,True,True,True
kubernetes,LudovicTOURMAN,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,ojmhetar,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,mattsmithdatera,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,baltendo,3,"['author', 'comment_authors']",False,False,False,False
kubernetes,thesattiraju,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,deitch,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,Betula-L,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,steffengy,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,hiep-huynh,1,['review_comment_authors'],False,True,False,True
kubernetes,alfredkrohmer,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,eloyekunle,44,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,s-chand,1,['comment_authors'],False,True,False,True
kubernetes,meringu,1,['author'],False,False,False,False
kubernetes,lingyueling,1,['author'],False,False,False,False
kubernetes,tariq1890,17,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,crawford,2,"['author', 'comment_authors']",False,False,False,False
kubernetes,cceckman,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,ashishranjan738,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,randmonkey,4,"['author', 'comment_authors']",False,False,False,False
kubernetes,dany74q,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
kubernetes,nebril,2,"['author', 'comment_authors']",False,False,False,False
