repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
apache-spark,liangtianlun,2,['author'],False,False,False,False
apache-spark,apiwoni,1,['comment_authors'],False,True,False,True
apache-spark,jho,1,['comment_authors'],False,True,False,True
apache-spark,seu-tan,1,['comment_authors'],False,True,False,True
apache-spark,luxu1-ms,3,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,seobandoe,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,zhongyu09,20,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,jbampton,2,['review_comment_authors'],False,True,False,True
apache-spark,ammar1x,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,sander-goos,6,"['author', 'comment_authors']",False,False,False,False
apache-spark,yliou,24,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,bibhu107,1,['review_comment_authors'],False,True,False,True
apache-spark,kozakana,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,da-tubi,1,['comment_authors'],False,True,False,True
apache-spark,luhenry,16,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,LeonidVasilyev,1,['comment_authors'],False,True,False,True
apache-spark,offthewall123,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,Cactice,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,vladhlinsky,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,jacobhjkim,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,shardulm94,44,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,kuhella,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,purple-dude,1,['comment_authors'],False,True,False,True
apache-spark,Vishvin95,1,['review_comment_authors'],False,True,False,True
apache-spark,saikocat,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,coderbond007,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,yikf,131,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,WamBamBoozle,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,dh20,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,nicknezis,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,mik-laj,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,potiuk,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,vlsi,2,"['comment_authors', 'review_comment_authors']",False,True,False,True
apache-spark,monkeyboy123,28,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,cristichircu,10,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,mohan3d,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,LielBach,3,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,kariya-mitsuru,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,nob13,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,skestle,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,pgrz,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,yashStreamSets,1,['comment_authors'],False,True,False,True
apache-spark,zzccctv,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,xza-m,1,['comment_authors'],False,True,False,True
apache-spark,Swinky,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,yuranos,1,['comment_authors'],False,True,False,True
apache-spark,leleogere,1,['comment_authors'],False,True,False,True
apache-spark,alf239,1,['comment_authors'],False,True,False,True
apache-spark,DanielaMu,1,['author'],False,False,False,False
apache-spark,yangmou,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,timhughes,1,['author'],False,False,False,False
apache-spark,Yikun,599,"['author', 'comment_authors', 'review_comment_authors']",False,False,True,True
apache-spark,jnh5y,1,['comment_authors'],False,True,False,True
apache-spark,metasim,1,['comment_authors'],False,True,False,True
apache-spark,xinrong-meng,666,"['author', 'comment_authors', 'review_comment_authors']",False,False,True,True
apache-spark,Eric-Lemmon,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,Archish27,1,['review_comment_authors'],False,True,False,True
apache-spark,pingsutw,37,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,raphaelauv,1,['author'],False,False,False,False
apache-spark,ssainz,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,wypb,1,['author'],False,False,False,False
apache-spark,PhillHenry,7,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,amandeep-sharma,4,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,Nozziel,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,kevincmchen,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,scravy,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,kmozaid,1,['comment_authors'],False,True,False,True
apache-spark,yzjg,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,tdg5,8,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,tprelle,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ykerzhner,2,['review_comment_authors'],False,True,False,True
apache-spark,sparkyengine,3,"['author', 'comment_authors']",False,False,False,False
apache-spark,chaojun-zhang,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
